Date,UAH
2023-05-30,0.38
2023-05-31,15.0
2023-06-04,152.54000000000002
2023-06-05,1410.57
2023-06-06,1000.0
2023-06-07,49.06
2023-06-12,1081.06
2023-06-14,2288.8
2023-06-21,20.0
2023-06-23,589.55
2023-06-29,754.77
2023-08-09,1650.6
2023-08-10,15.0
2023-08-14,57.5
2023-08-15,885.0
2023-09-13,169587.3
2023-09-24,2540.99
2023-09-28,6474.59
2023-10-13,85.0
2023-10-17,333000.0
2023-10-19,95000.0
2023-10-23,238000.0
2023-10-25,1386.29
